sort v2019,Clements v2019 change,text for website v2019,category,page 6.0,English name,scientific name,range,order,family,extinct,extinct year,sort v2018,page 6.0
189,,,subspecies,6,,Eudromia elegans elegans,Central Argentina (Río Negro and Neuquén),Tinamiformes,Tinamidae (Tinamous),,,189,6
190,,,subspecies,6,,Eudromia elegans patagonica,S Argentina (Neuquén to Santa Cruz) and adjacent s Chile,Tinamiformes,Tinamidae (Tinamous),,,190,6
191,,,species,6,Quebracho Crested-Tinamou,Eudromia formosa,,Tinamiformes,Tinamidae (Tinamous),,,191,6
192,,,subspecies,6,,Eudromia formosa mira,Arid chaco of Paraguay and (?) possibly adjacent n Argentina,Tinamiformes,Tinamidae (Tinamous),,,192,6
193,,,subspecies,6,,Eudromia formosa formosa,Arid quebracho woodlands of n-central Argentina,Tinamiformes,Tinamidae (Tinamous),,,193,6
194,,,species,6,Puna Tinamou,Tinamotis pentlandii,"Andes of Peru to n Bolivia, Chile and nw Argentina",Tinamiformes,Tinamidae (Tinamous),,,194,6
195,,,species,6,Patagonian Tinamou,Tinamotis ingoufi,Savanna of sw Argentina and s Chile,Tinamiformes,Tinamidae (Tinamous),,,195,6
197,,,species,2,Southern Cassowary,Casuarius casuarius,"Humid forests of ne Australia, New Guinea and Aru Islands",Casuariiformes,Casuariidae (Cassowaries and Emu),,,197,2
198,,,species,2,Dwarf Cassowary,Casuarius bennetti,"New Guinea, Yapen I. and New Britain",Casuariiformes,Casuariidae (Cassowaries and Emu),,,198,2
199,,,species,2,Northern Cassowary,Casuarius unappendiculatus,"Lowlands of New Guinea, Yapen I. and w Papuan islands",Casuariiformes,Casuariidae (Cassowaries and Emu),,,199,2
200,,,species,2,Emu,Dromaius novaehollandiae,,Casuariiformes,Casuariidae (Cassowaries and Emu),,,200,2
201,,,subspecies,2,,Dromaius novaehollandiae novaehollandiae,Australia,Casuariiformes,Casuariidae (Cassowaries and Emu),,,201,2
202,,,subspecies,addition (2013),,Dromaius novaehollandiae baudinianus,Formerly Kangaroo Island (South Australia). Extinct.,Casuariiformes,Casuariidae (Cassowaries and Emu),1,1836,202,addition (2013)
203,,,subspecies,699,,Dromaius novaehollandiae minor,Formerly King I. (Australia). Extinct; last reported 1850,Casuariiformes,Casuariidae (Cassowaries and Emu),1,1850,203,699
204,,,subspecies,2,,Dromaius novaehollandiae diemenensis,Formerly Tasmania. Extinct ca 1865,Casuariiformes,Casuariidae (Cassowaries and Emu),1,1865,204,2
205,,,species,2,Southern Brown Kiwi,Apteryx australis,,Apterygiformes,Apterygidae (Kiwis),,,205,2
206,,,group (monotypic),2,Southern Brown Kiwi (South I.),Apteryx australis australis,Southwest South I. (New Zealand),Apterygiformes,Apterygidae (Kiwis),,,206,2
207,,,group (monotypic),2,Southern Brown Kiwi (Stewart I.),Apteryx australis lawryi,Stewart I. (New Zealand),Apterygiformes,Apterygidae (Kiwis),,,207,2
208,,,species,2,Okarito Brown Kiwi,Apteryx rowi,"Okarito Forest (west coast of South Island, New Zealand)",Apterygiformes,Apterygidae (Kiwis),,,208,2
209,,,species,2,North Island Brown Kiwi,Apteryx mantelli,North Island (New Zealand),Apterygiformes,Apterygidae (Kiwis),,,209,2
210,,,species,2,Little Spotted Kiwi,Apteryx owenii,"Kapiti I., South I. and formerly North I. (New Zealand)",Apterygiformes,Apterygidae (Kiwis),,,210,2
211,,,species,2,Great Spotted Kiwi,Apteryx haastii,Forests of South I. (New Zealand),Apterygiformes,Apterygidae (Kiwis),,,211,2
212,,,species,26,Horned Screamer,Anhima cornuta,Lowlands of Venezuela to n Bolivia and Amazonian Brazil,Anseriformes,Anhimidae (Screamers),,,212,26
213,,,species,26,Southern Screamer,Chauna torquata,Wet lowlands of se Peru to n Argentina and s Brazil,Anseriformes,Anhimidae (Screamers),,,213,26
214,,,species,26,Northern Screamer,Chauna chavaria,N Colombia and nw Venezuela,Anseriformes,Anhimidae (Screamers),,,214,26
215,,,species,26,Magpie Goose,Anseranas semipalmata,Coastal n Australia and Trans-Fly savanna of s New Guinea,Anseriformes,Anseranatidae (Magpie Goose),,,215,26
216,,,species,26,Spotted Whistling-Duck,Dendrocygna guttata,"Sulawesi to New Guinea, Bismarck Arch. and s Philippines",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,216,26
217,,,species,26,Plumed Whistling-Duck,Dendrocygna eytoni,Lowlands of n and e Australia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,217,26
218,,,species,26,White-faced Whistling-Duck,Dendrocygna viduata,"Costa Rica to Brazil; Africa, Madagascar and Comoro Islands",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,218,26
220,,,species,26,Black-bellied Whistling-Duck,Dendrocygna autumnalis,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,220,26
221,,,group (monotypic),addition (2012),Black-bellied Whistling-Duck (fulgens),Dendrocygna autumnalis fulgens,S US to Panama,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,221,addition (2012)
222,,,group (monotypic),addition (2012),Black-bellied Whistling-Duck (autumnalis),Dendrocygna autumnalis autumnalis,Panama to n Argentina (mainly east of Andes),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,222,addition (2012)
223,,,species,26,West Indian Whistling-Duck,Dendrocygna arborea,"Bahamas, Greater Antilles and n Lesser Antilles",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,223,26
225,,,species,26,Fulvous Whistling-Duck,Dendrocygna bicolor,"S US to Argentina; e Africa, Madagascar and s Asia",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,225,26
228,,,species,26,Wandering Whistling-Duck,Dendrocygna arcuata,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,227,26
229,,,subspecies,26,,Dendrocygna arcuata arcuata,Philippines to Indonesia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,228,26
230,,,subspecies,26,,Dendrocygna arcuata australis,S New Guinea and n and e Australia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,229,26
231,,,subspecies,26,,Dendrocygna arcuata pygmaea,New Britain I. (Bismarck Archipelago),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,230,26
232,,,species,26,Lesser Whistling-Duck,Dendrocygna javanica,Indian subcontinent to SE Asia and Greater Sundas,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,231,26
235,,,species,26,White-backed Duck,Thalassornis leuconotus,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,234,26
236,,,subspecies,26,,Thalassornis leuconotus leuconotus,Locally in Africa south of the Sahara,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,235,26
237,,,subspecies,26,,Thalassornis leuconotus insularis,Locally in aquatic lowlands of Madagascar,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,236,26
238,,,species,27,Bar-headed Goose,Anser indicus,Alpine lakes in central Asia; winters to India and Myanmar,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,237,27
239,,,species,27,Emperor Goose,Anser canagicus,"breeds in northeastern Siberia and western Alaska; primarily winters in Alaska, from the Aleutian Islands to the Alaska Peninsula",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,238,27
240,,,species,27,Snow Goose,Anser caerulescens,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,239,27
241,,,subspecies,27,,Anser caerulescens caerulescens,"breeds from northeastern Siberia and Alaska to northwestern and north central Candaa; winters in the southern United States from California to New York, and to northern Mexico",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,240,27
242,,,subspecies,27,,Anser caerulescens atlanticus,NW Greenland and islands in Baffin Bay; winters to ne Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,241,27
243,,,species,27,Ross's Goose,Anser rossii,Tundra of Arctic Canada; winters to s US,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,242,27
246,,,species,27,Graylag Goose,Anser anser,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,245,27
247,,,group (monotypic),27,Graylag Goose (European),Anser anser anser,"Breeds nw Eurasia; winters to North Africa, Turkey and Iran",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,246,27
248,,,group (monotypic),27,Graylag Goose (Siberian),Anser anser rubrirostris,"NE Eurasia; winters to Asia Minor, India and n Indochina",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,247,27
250,,,species,27,Swan Goose,Anser cygnoides,N-central Asia (s-central Siberia to n China),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,249,27
253,,,species,27,Greater White-fronted Goose,Anser albifrons,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,252,27
254,,,group (monotypic),27,Greater White-fronted Goose (Greenland),Anser albifrons flavirostris,"breeds in western Greenland; winters in Ireland, western Scotland, and western Wales",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,253,27
255,,,group (monotypic),27,Greater White-fronted Goose (Eurasian),Anser albifrons albifrons,"breeds in northern Russia, east to northeastern Siberia; winters in Europe east to southern Asia, south to northern India, southern China, and Japan",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,254,27
256,,,group (polytypic),,Greater White-fronted Goose (Western),Anser albifrons gambelli/sponsa,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,255,
257,,,subspecies,27,,Anser albifrons gambelli,breeds from interior and northern Alaska east across arctic Canada to the Hudson Bay region; winters in the south central United States and in northeastern Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,256,27
258,,,subspecies,27,,Anser albifrons sponsa,breeds in western Alaska; winters in California and western Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,257,27
259,,,group (monotypic),27,Greater White-fronted Goose (Tule),Anser albifrons elgasi,breeds in southern Alaska (Cook Inlet area); winters in northern California (Sacramento Valley and the head of Suisun Bay),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,258,27
262,,,species,27,Lesser White-fronted Goose,Anser erythropus,"Arctic Eurasia; winters to s Europe, India and China",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,261,27
264,,,species,27,Taiga Bean-Goose,Anser fabalis,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,263,27
265,,,subspecies,27,,Anser fabalis fabalis,Taiga of Scandinavia to Ural Mountains,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,264,27
266,,,subspecies,27,,Anser fabalis johanseni,Taiga and wooded tundra of Ural Mountains to Lake Baikal,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,265,27
267,,,subspecies,27,,Anser fabalis middendorffii,Taiga of e Siberia (east of Lake Baikal),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,266,27
268,,,species,27,Tundra Bean-Goose,Anser serrirostris,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,267,27
269,,,subspecies,27,,Anser serrirostris rossicus,Tundra of n Russia and nw Siberia (accidental in Quebec),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,268,27
270,,,subspecies,27,,Anser serrirostris serrirostris,Tundra of ne Siberia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,269,27
272,,,species,27,Pink-footed Goose,Anser brachyrhynchus,"Breeds Greenland, Iceland and Spitzbergen; winters nw Europe",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,271,27
275,,,species,27,Brant,Branta bernicla,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,274,27
276,,,group (monotypic),27,Brant (Dark-bellied),Branta bernicla bernicla,N-central Siberia; winters coastal England and nw Europe,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,275,27
277,,,group (monotypic),27,Brant (Atlantic),Branta bernicla hrota,"breeds in eastern arctic Canada, northern Greenland, Spitsbergen, and Franz Josef Land; winters in coastal eastern North America, Ireland, Great Britain, and Denmark",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,276,27
278,,,group (monotypic),27,Brant (Black),Branta bernicla nigricans,"breeds northeastern Siberia, western and northern Alaska, and northwestern Canada; winters from from Japan to Korea and northeastern China, and from Alaska to northwestern Mexico",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,277,27
282,,,species,27,Barnacle Goose,Branta leucopsis,Greenland to Novaya Zemlya; winters to n Mediterranean,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,281,27
286,,,species,27,Cackling Goose,Branta hutchinsii,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,285,27
287,,,group (monotypic),27,Cackling Goose (Aleutian),Branta hutchinsii leucopareia,"Locally in Aleutians and Semdi Is., Alaska (formerly bred from Kuril Is. and Commander Is. east to near Kodiak I.); winters Oregon, California",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,286,27
288,,,group (monotypic),27,Cackling Goose (Richardson's),Branta hutchinsii hutchinsii,"breeds north central arctic Canada; winters in the south central United States (New Mexico to Louisiana, rarely east to New York) and northeastern Mexico",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,287,27
289,,,group (monotypic),27,Cackling Goose (minima),Branta hutchinsii minima,breeds coastal western Alaska; winters primarily in California,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,288,27
290,,,group (monotypic),27,Cackling Goose (Taverner's),Branta hutchinsii taverneri,Central Alaska to Mackenzie River delta; winters to Mexico,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,289,27
297,,,species,27,Canada Goose,Branta canadensis,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,296,27
298,,,group (polytypic),,Canada Goose (moffitti/maxima),Branta canadensis moffitti/maxima,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,297,
299,,,subspecies,28,,Branta canadensis moffitti,"N Great Plains, Great Basin, and s Canada; southward in winter. Introduced widely.",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,298,28
300,,,subspecies,28,,Branta canadensis maxima,Formerly Great Plains; now only on wildlife reserves,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,299,28
301,,,group (polytypic),,Canada Goose (occidentalis/fulva),Branta canadensis occidentalis/fulva,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,300,
302,,,subspecies,27,,Branta canadensis occidentalis,SW Alaska (Prince William Sound to Copper River Delta),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,301,27
303,,,subspecies,27,,Branta canadensis fulva,coastal southern Alaska to British Columbia; primarily resident,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,302,27
304,,,group (polytypic),,Canada Goose (canadensis Group),Branta canadensis [canadensis Group],,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,303,
305,,,subspecies,27,,Branta canadensis parvipes,Central Alaska to Canadian prairie provinces; winters s US,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,304,27
306,,,subspecies,28,,Branta canadensis canadensis,Breeds Labrador and Newfoundland; winters to Florida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,305,28
307,,,subspecies,28,,Branta canadensis interior,Breeds ne Canada; winters to Florida and Louisiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,306,28
320,,,species,28,Hawaiian Goose,Branta sandvicensis,Upland lava flows of Hawaii; introduced to Maui,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,319,28
321,,,species,28,Red-breasted Goose,Branta ruficollis,"Siberian tundra; winters Black, Caspian and Aral seas",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,320,28
325,,,species,28,Cape Barren Goose,Cereopsis novaehollandiae,"Islands in Bass Strait, adjacent Australia and Tasmania",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,323,28
326,,,subspecies,addition (2018),,Cereopsis novaehollandiae grisea,"southwestern Australia (offshore islands, including the Recherche Archipelago, and coastal southern Western Australia)",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,324,addition (2018)
327,,,subspecies,addition (2018),,Cereopsis novaehollandiae novaehollandiae,"coastal southeastern Australia (eastern South Australia and southern Victoria), islands in Bass Strait (Furneaux Group), and Tasmania",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,325,addition (2018)
328,,,species,28,Freckled Duck,Stictonetta naevosa,Locally in se and extreme sw Australia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,326,28
329,,,species,28,Blue-winged Goose,Cyanochen cyanoptera,Highlands of Ethiopia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,327,28
330,,,species,26,Mute Swan,Cygnus olor,Palearctic region; winters to India and se China,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,328,26
331,,,species,26,Black Swan,Cygnus atratus,"Australia and Tasmania; New Zealand, where formerly occurred but was eradicated, later was re-introduced and also self-colonized",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,329,26
332,,,species,26,Black-necked Swan,Cygnus melancoryphus,S Brazil to Tierra del Fuego and Falkland Islands,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,330,26
333,,,species,26,Trumpeter Swan,Cygnus buccinator,Western North America,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,331,26
335,,,species,27,Tundra Swan,Cygnus columbianus,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,333,27
336,,,group (monotypic),27,Tundra Swan (Whistling),Cygnus columbianus columbianus,Tundra of arctic North America; winters to w and coastal e US,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,334,27
337,,,group (monotypic),27,Tundra Swan (Bewick's),Cygnus columbianus bewickii,Kola Peninsula to arctic n Siberia; winters w Europe to s Asia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,335,27
341,,,species,26,Whooper Swan,Cygnus cygnus,Palearctic; winters to India and se China,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,339,26
345,,,species,27,Coscoroba Swan,Coscoroba coscoroba,"S Brazil to Paraguay, Uruguay, Tierra del Fuego and Falkland Is.",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,343,27
346,,,species,29,Knob-billed Duck,Sarkidiornis melanotos,Tropical Africa and Madagascar; India to s China,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,344,29
347,,,species,29,Comb Duck,Sarkidiornis sylvicola,Tropical South America (east of the Andes) to n Argentina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,345,29
348,,,species,29,Hartlaub's Duck,Pteronetta hartlaubii,Locally in forest streams of equatorial w Africa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,346,29
349,,,species,28,Orinoco Goose,Oressochen jubatus,Orinoco and Amazon River basins to nw Argentina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,347,28
350,,,species,28,Andean Goose,Oressochen melanopterus,Andes of s Peru to nw Argentina and central Chile,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,348,28
351,,,species,28,Upland Goose,Chloephaga picta,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,349,28
352,,,subspecies,28,,Chloephaga picta picta,s Chile and s Argentina; winters n to c Chile and n Argentina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,350,28
353,,,subspecies,28,,Chloephaga picta leucoptera,Falkland Islands,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,351,28
356,,,species,28,Kelp Goose,Chloephaga hybrida,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,354,28
357,,,subspecies,28,,Chloephaga hybrida hybrida,Coastal s Argentina and Chile to Tierra del Fuego,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,355,28
358,,,subspecies,28,,Chloephaga hybrida malvinarum,Falkland Islands,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,356,28
359,,,species,28,Ashy-headed Goose,Chloephaga poliocephala,S Argentina and s Chile to Tierra del Fuego,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,357,28
360,,,species,28,Ruddy-headed Goose,Chloephaga rubidiceps,"resident Falkland Islands; breeds southernmost Patagonia and Tierra del Fuego, migrates north to southern Buenos Aires, Argentina",Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,358,28
362,,,species,28,Radjah Shelduck,Radjah radjah,,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,360,28
363,,,subspecies,28,,Radjah radjah radjah,Moluccas to New Guinea and adjacent islands,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,361,28
364,,,subspecies,28,,Radjah radjah rufitergum,Coastal n and e tropical Australia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,,362,28
